Type,Start,End,Name,Calendar,Location,Description,"Hebrew Date",Owner,Contact,Status,"Admin Note","Event ID","Additional Occurrence of Event ID","Resource Of","Resource Quantity","Resource Of Event ID","Resource Of Schedule ID"
"Schedule Rule","2025-07-27 08:00:00",,Shacharis,,,,"2 Av 5785",,,confirmed,,114843,,,,,
"Schedule Rule","2025-07-27 09:24:11",,"Zman Krias Shma",,,,"2 Av 5785",,,confirmed,,114101,,,,,
"Schedule Rule","2025-07-27 20:02:06",,Mincha/Maariv,,,,"2 Av 5785",,,confirmed,,77113,,,,,
"Schedule Rule","2025-07-27 20:16:00",,Shkia,,,,"2 Av 5785",,,confirmed,,121564,,,,,
"Hebrew Date",2025-07-27,,"2 Av 5785",,,,"2 Av 5785",,,,,,,,,,
Sunrise,"2025-07-27 05:46:53",,Sunrise,,,,"2 Av 5785",,,,,,,,,,
Sunset,"2025-07-27 20:16:06",,Sunset,,,,"2 Av 5785",,,,,,,,,,
Zmanim,"2025-07-27 04:07:50",,"Alos Hashachar",,,,"2 Av 5785",,,,,,,,,,
Zmanim,"2025-07-27 04:48:49",,"Earliest Tallis",,,,"2 Av 5785",,,,,,,,,,
Zmanim,"2025-07-27 05:46:53",,"Netz (Sunrise)",,,,"2 Av 5785",,,,,,,,,,
Zmanim,"2025-07-27 09:24:00",,"Latest Shema",,,,"2 Av 5785",,,,,,,,,,
Zmanim,"2025-07-27 10:36:37",,"Zman Tefillah",,,,"2 Av 5785",,,,,,,,,,
Zmanim,"2025-07-27 13:01:29",,"Chatzos (Midday)",,,,"2 Av 5785",,,,,,,,,,
Zmanim,"2025-07-27 13:37:42",,"Mincha Gedola",,,,"2 Av 5785",,,,,,,,,,
Zmanim,"2025-07-27 17:15:00",,"Mincha Ketana",,,,"2 Av 5785",,,,,,,,,,
Zmanim,"2025-07-27 18:45:33",,"Plag HaMincha",,,,"2 Av 5785",,,,,,,,,,
Zmanim,"2025-07-27 20:16:06",,"Shkiah (Sunset)",,,,"2 Av 5785",,,,,,,,,,
Zmanim,"2025-07-27 21:03:03",,"Tzais Hakochavim",,,,"2 Av 5785",,,,,,,,,,
"Schedule Rule","2025-07-28 06:35:00",,Shacharis,,,,"3 Av 5785",,,confirmed,,91904,,,,,
"Schedule Rule","2025-07-28 09:24:38",,"Zman Krias Shma",,,,"3 Av 5785",,,confirmed,,114101,,,,,
"Schedule Rule","2025-07-28 20:15:00",,Shkia,,,,"3 Av 5785",,,confirmed,,121564,,,,,
"Hebrew Date",2025-07-28,,"3 Av 5785",,,,"3 Av 5785",,,,,,,,,,
Sunrise,"2025-07-28 05:47:49",,Sunrise,,,,"3 Av 5785",,,,,,,,,,
Sunset,"2025-07-28 20:15:08",,Sunset,,,,"3 Av 5785",,,,,,,,,,
Zmanim,"2025-07-28 04:09:12",,"Alos Hashachar",,,,"3 Av 5785",,,,,,,,,,
Zmanim,"2025-07-28 04:49:57",,"Earliest Tallis",,,,"3 Av 5785",,,,,,,,,,
Zmanim,"2025-07-28 05:47:49",,"Netz (Sunrise)",,,,"3 Av 5785",,,,,,,,,,
Zmanim,"2025-07-28 09:24:00",,"Latest Shema",,,,"3 Av 5785",,,,,,,,,,
Zmanim,"2025-07-28 10:36:55",,"Zman Tefillah",,,,"3 Av 5785",,,,,,,,,,
Zmanim,"2025-07-28 13:01:28",,"Chatzos (Midday)",,,,"3 Av 5785",,,,,,,,,,
Zmanim,"2025-07-28 13:37:36",,"Mincha Gedola",,,,"3 Av 5785",,,,,,,,,,
Zmanim,"2025-07-28 17:14:26",,"Mincha Ketana",,,,"3 Av 5785",,,,,,,,,,
Zmanim,"2025-07-28 18:44:47",,"Plag HaMincha",,,,"3 Av 5785",,,,,,,,,,
Zmanim,"2025-07-28 20:15:08",,"Shkiah (Sunset)",,,,"3 Av 5785",,,,,,,,,,
Zmanim,"2025-07-28 21:01:56",,"Tzais Hakochavim",,,,"3 Av 5785",,,,,,,,,,
"Schedule Rule","2025-07-29 06:45:00",,Shacharis,,,,"4 Av 5785",,,confirmed,,64852,,,,,
"Schedule Rule","2025-07-29 09:25:05",,"Zman Krias Shma",,,,"4 Av 5785",,,confirmed,,114101,,,,,
"Schedule Rule","2025-07-29 20:14:00",,Shkia,,,,"4 Av 5785",,,confirmed,,121564,,,,,
"Hebrew Date",2025-07-29,,"4 Av 5785",,,,"4 Av 5785",,,,,,,,,,
Sunrise,"2025-07-29 05:48:44",,Sunrise,,,,"4 Av 5785",,,,,,,,,,
Sunset,"2025-07-29 20:14:09",,Sunset,,,,"4 Av 5785",,,,,,,,,,
Zmanim,"2025-07-29 04:10:34",,"Alos Hashachar",,,,"4 Av 5785",,,,,,,,,,
Zmanim,"2025-07-29 04:51:06",,"Earliest Tallis",,,,"4 Av 5785",,,,,,,,,,
Zmanim,"2025-07-29 05:48:44",,"Netz (Sunrise)",,,,"4 Av 5785",,,,,,,,,,
Zmanim,"2025-07-29 09:25:00",,"Latest Shema",,,,"4 Av 5785",,,,,,,,,,
Zmanim,"2025-07-29 10:37:12",,"Zman Tefillah",,,,"4 Av 5785",,,,,,,,,,
Zmanim,"2025-07-29 13:01:26",,"Chatzos (Midday)",,,,"4 Av 5785",,,,,,,,,,
Zmanim,"2025-07-29 13:37:30",,"Mincha Gedola",,,,"4 Av 5785",,,,,,,,,,
Zmanim,"2025-07-29 17:13:51",,"Mincha Ketana",,,,"4 Av 5785",,,,,,,,,,
Zmanim,"2025-07-29 18:44:00",,"Plag HaMincha",,,,"4 Av 5785",,,,,,,,,,
Zmanim,"2025-07-29 20:14:09",,"Shkiah (Sunset)",,,,"4 Av 5785",,,,,,,,,,
Zmanim,"2025-07-29 21:00:46",,"Tzais Hakochavim",,,,"4 Av 5785",,,,,,,,,,
"Schedule Rule","2025-07-30 06:45:00",,Shacharis,,,,"5 Av 5785",,,confirmed,,64852,,,,,
"Schedule Rule","2025-07-30 09:25:32",,"Zman Krias Shma",,,,"5 Av 5785",,,confirmed,,114101,,,,,
"Schedule Rule","2025-07-30 20:13:00",,Shkia,,,,"5 Av 5785",,,confirmed,,121564,,,,,
"Hebrew Date",2025-07-30,,"5 Av 5785",,,,"5 Av 5785",,,,,,,,,,
Sunrise,"2025-07-30 05:49:41",,Sunrise,,,,"5 Av 5785",,,,,,,,,,
Sunset,"2025-07-30 20:13:08",,Sunset,,,,"5 Av 5785",,,,,,,,,,
Zmanim,"2025-07-30 04:11:57",,"Alos Hashachar",,,,"5 Av 5785",,,,,,,,,,
Zmanim,"2025-07-30 04:52:14",,"Earliest Tallis",,,,"5 Av 5785",,,,,,,,,,
Zmanim,"2025-07-30 05:49:41",,"Netz (Sunrise)",,,,"5 Av 5785",,,,,,,,,,
Zmanim,"2025-07-30 09:25:00",,"Latest Shema",,,,"5 Av 5785",,,,,,,,,,
Zmanim,"2025-07-30 10:37:30",,"Zman Tefillah",,,,"5 Av 5785",,,,,,,,,,
Zmanim,"2025-07-30 13:01:24",,"Chatzos (Midday)",,,,"5 Av 5785",,,,,,,,,,
Zmanim,"2025-07-30 13:37:23",,"Mincha Gedola",,,,"5 Av 5785",,,,,,,,,,
Zmanim,"2025-07-30 17:13:14",,"Mincha Ketana",,,,"5 Av 5785",,,,,,,,,,
Zmanim,"2025-07-30 18:43:11",,"Plag HaMincha",,,,"5 Av 5785",,,,,,,,,,
Zmanim,"2025-07-30 20:13:08",,"Shkiah (Sunset)",,,,"5 Av 5785",,,,,,,,,,
Zmanim,"2025-07-30 20:59:36",,"Tzais Hakochavim",,,,"5 Av 5785",,,,,,,,,,
"Schedule Rule","2025-07-31 06:35:00",,Shacharis,,,,"6 Av 5785",,,confirmed,,91904,,,,,
"Schedule Rule","2025-07-31 09:25:59",,"Zman Krias Shma",,,,"6 Av 5785",,,confirmed,,114101,,,,,
"Schedule Rule","2025-07-31 20:12:00",,Shkia,,,,"6 Av 5785",,,confirmed,,121564,,,,,
"Hebrew Date",2025-07-31,,"6 Av 5785",,,,"6 Av 5785",,,,,,,,,,
Sunrise,"2025-07-31 05:50:37",,Sunrise,,,,"6 Av 5785",,,,,,,,,,
Sunset,"2025-07-31 20:12:05",,Sunset,,,,"6 Av 5785",,,,,,,,,,
Zmanim,"2025-07-31 04:13:20",,"Alos Hashachar",,,,"6 Av 5785",,,,,,,,,,
Zmanim,"2025-07-31 04:53:23",,"Earliest Tallis",,,,"6 Av 5785",,,,,,,,,,
Zmanim,"2025-07-31 05:50:37",,"Netz (Sunrise)",,,,"6 Av 5785",,,,,,,,,,
Zmanim,"2025-07-31 09:25:00",,"Latest Shema",,,,"6 Av 5785",,,,,,,,,,
Zmanim,"2025-07-31 10:37:46",,"Zman Tefillah",,,,"6 Av 5785",,,,,,,,,,
Zmanim,"2025-07-31 13:01:21",,"Chatzos (Midday)",,,,"6 Av 5785",,,,,,,,,,
Zmanim,"2025-07-31 13:37:14",,"Mincha Gedola",,,,"6 Av 5785",,,,,,,,,,
Zmanim,"2025-07-31 17:12:36",,"Mincha Ketana",,,,"6 Av 5785",,,,,,,,,,
Zmanim,"2025-07-31 18:42:20",,"Plag HaMincha",,,,"6 Av 5785",,,,,,,,,,
Zmanim,"2025-07-31 20:12:05",,"Shkiah (Sunset)",,,,"6 Av 5785",,,,,,,,,,
Zmanim,"2025-07-31 20:58:23",,"Tzais Hakochavim",,,,"6 Av 5785",,,,,,,,,,
